54510 4.43205e-17 3.31879e-17 BessellB
54511 5.5612e-17 3.8654e-17 BessellB
54512 6.98554e-17 4.48697e-17 BessellB
54513 8.78309e-17 5.18619e-17 BessellB
54514 1.10518e-16 5.96154e-17 BessellB
54515 1.39142e-16 6.80475e-17 BessellB
54516 1.75213e-16 7.6972e-17 BessellB
54517 2.20575e-16 8.60525e-17 BessellB
54518 2.77419e-16 9.47453e-17 BessellB
54519 3.48257e-16 1.02242e-16 BessellB
54520 4.35798e-16 1.07434e-16 BessellB
54521 5.4266e-16 1.0895e-16 BessellB
54522 6.70807e-16 1.05357e-16 BessellB
54523 8.20664e-16 9.56505e-17 BessellB
54524 9.89897e-16 8.01334e-17 BessellB
54525 1.17219e-15 6.16495e-17 BessellB
54526 1.35669e-15 4.6609e-17 BessellB
54527 1.52886e-15 4.20111e-17 BessellB
54528 1.6732e-15 4.53344e-17 BessellB
54529 1.77681e-15 4.90854e-17 BessellB
54530 1.83234e-15 5.14185e-17 BessellB
54531 1.83899e-15 5.39843e-17 BessellB
54532 1.80157e-15 5.75489e-17 BessellB
54533 1.72846e-15 6.10494e-17 BessellB
54534 1.62934e-15 6.32668e-17 BessellB
54535 1.51357e-15 6.39683e-17 BessellB
54536 1.38916e-15 6.37624e-17 BessellB
54537 1.26238e-15 6.34159e-17 BessellB
54538 1.13784e-15 6.32716e-17 BessellB
54539 1.01869e-15 6.31024e-17 BessellB
54540 9.06937e-16 6.23919e-17 BessellB
54541 8.03725e-16 6.07738e-17 BessellB
54542 7.09606e-16 5.84443e-17 BessellB
54543 6.2472e-16 5.6549e-17 BessellB
54544 5.48944e-16 5.7418e-17 BessellB
54545 4.81989e-16 6.39286e-17 BessellB
54546 4.23469e-16 7.77667e-17 BessellB
54547 3.72954e-16 9.87415e-17 BessellB
54548 3.2999e-16 1.25856e-16 BessellB
54549 2.94125e-16 1.58188e-16 BessellB
54550 2.64918e-16 1.9508e-16 BessellB
54551 2.41946e-16 2.36068e-16 BessellB
54552 2.24805e-16 2.80812e-16 BessellB
54553 2.13117e-16 3.29049e-16 BessellB
54554 2.06524e-16 3.80558e-16 BessellB
54555 2.04689e-16 4.35151e-16 BessellB
54556 2.07298e-16 4.92659e-16 BessellB
54557 2.14057e-16 5.52926e-16 BessellB
54558 2.2469e-16 6.15809e-16 BessellB
54559 2.38938e-16 6.81171e-16 BessellB
54560 2.56558e-16 7.48884e-16 BessellB
54561 2.77323e-16 8.18825e-16 BessellB
54562 3.01018e-16 8.90873e-16 BessellB
54563 3.27443e-16 9.64915e-16 BessellB
54564 3.5641e-16 1.04084e-15 BessellB
54510 1.13568e-16 5.41188e-17 BessellU
54511 1.31158e-16 5.88331e-17 BessellU
54512 1.51309e-16 6.35966e-17 BessellU
54513 1.74343e-16 6.82959e-17 BessellU
54514 2.00601e-16 7.27818e-17 BessellU
54515 2.30437e-16 7.68643e-17 BessellU
54516 2.64207e-16 8.0307e-17 BessellU
54517 3.02248e-16 8.28256e-17 BessellU
54518 3.4485e-16 8.40902e-17 BessellU
54519 3.92208e-16 8.37375e-17 BessellU
54520 4.44369e-16 8.13978e-17 BessellU
54521 5.01144e-16 7.67434e-17 BessellU
54522 5.62009e-16 6.95682e-17 BessellU
54523 6.2598e-16 5.98993e-17 BessellU
54524 6.91494e-16 4.81352e-17 BessellU
54525 7.56314e-16 3.51923e-17 BessellU
54526 8.17514e-16 2.26911e-17 BessellU
54527 8.71601e-16 1.35683e-17 BessellU
54528 9.14794e-16 1.21062e-17 BessellU
54529 9.43444e-16 1.5516e-17 BessellU
54530 9.54522e-16 1.88542e-17 BessellU
54531 9.46046e-16 2.20698e-17 BessellU
54532 9.17367e-16 2.64475e-17 BessellU
54533 8.69266e-16 3.21483e-17 BessellU
54534 8.03858e-16 3.80671e-17 BessellU
54535 7.24358e-16 4.29542e-17 BessellU
54536 6.34769e-16 4.61829e-17 BessellU
54537 5.39532e-16 4.79665e-17 BessellU
54538 4.43203e-16 4.91762e-17 BessellU
54539 3.50174e-16 5.07602e-17 BessellU
54540 2.6446e-16 5.29723e-17 BessellU
54541 1.89545e-16 5.50381e-17 BessellU
54542 1.28304e-16 5.5634e-17 BessellU
54543 8.29776e-17 5.39481e-17 BessellU
54544 5.51874e-17 5.14491e-17 BessellU
54545 4.59916e-17 5.46531e-17 BessellU
54546 5.59548e-17 7.31729e-17 BessellU
54547 8.52302e-17 1.09974e-16 BessellU
54548 1.33642e-16 1.63019e-16 BessellU
54549 2.00761e-16 2.30659e-16 BessellU
54550 2.85977e-16 3.12036e-16 BessellU
54551 3.88554e-16 4.06584e-16 BessellU
54552 5.07677e-16 5.13801e-16 BessellU
54553 6.42493e-16 6.33172e-16 BessellU
54554 7.92135e-16 7.64155e-16 BessellU
54555 9.55743e-16 9.06188e-16 BessellU
54556 1.13248e-15 1.0587e-15 BessellU
54557 1.32153e-15 1.22114e-15 BessellU
54558 1.52212e-15 1.39296e-15 BessellU
54559 1.73352e-15 1.57363e-15 BessellU
54560 1.95501e-15 1.76266e-15 BessellU
54510 2.74635e-17 1.01695e-17 BessellV
54511 3.56999e-17 1.21607e-17 BessellV
54512 4.64059e-17 1.44533e-17 BessellV
54513 6.03103e-17 1.70528e-17 BessellV
54514 7.83445e-17 1.99423e-17 BessellV
54515 1.01687e-16 2.30696e-17 BessellV
54516 1.3181e-16 2.63303e-17 BessellV
54517 1.70509e-16 2.95483e-17 BessellV
54518 2.19916e-16 3.24555e-17 BessellV
54519 2.82434e-16 3.46798e-17 BessellV
54520 3.6057e-16 3.57548e-17 BessellV
54521 4.56579e-16 3.51773e-17 BessellV
54522 5.71868e-16 3.25408e-17 BessellV
54523 7.06151e-16 2.77646e-17 BessellV
54524 8.56478e-16 2.14057e-17 BessellV
54525 1.01653e-15 1.50014e-17 BessellV
54526 1.17665e-15 1.11232e-17 BessellV
54527 1.32516e-15 1.08571e-17 BessellV
54528 1.45063e-15 1.14663e-17 BessellV
54529 1.54452e-15 1.13834e-17 BessellV
54530 1.60281e-15 1.15639e-17 BessellV
54531 1.6262e-15 1.31026e-17 BessellV
54532 1.61899e-15 1.546e-17 BessellV
54533 1.58738e-15 1.7528e-17 BessellV
54534 1.53798e-15 1.87104e-17 BessellV
54535 1.47682e-15 1.89072e-17 BessellV
54536 1.40882e-15 1.82657e-17 BessellV
54537 1.33773e-15 1.70091e-17 BessellV
54538 1.26626e-15 1.53552e-17 BessellV
54539 1.19625e-15 1.34959e-17 BessellV
54540 1.1289e-15 1.16093e-17 BessellV
54541 1.06494e-15 9.88713e-18 BessellV
54542 1.00476e-15 8.56036e-18 BessellV
54543 9.48564e-16 7.87354e-18 BessellV
54544 8.96364e-16 7.9489e-18 BessellV
54545 8.48102e-16 8.65873e-18 BessellV
54546 8.03656e-16 9.7223e-18 BessellV
54547 7.6287e-16 1.08784e-17 BessellV
54548 7.25568e-16 1.19428e-17 BessellV
54549 6.91569e-16 1.2795e-17 BessellV
54550 6.60689e-16 1.33579e-17 BessellV
54551 6.32748e-16 1.35863e-17 BessellV
54552 6.07571e-16 1.34643e-17 BessellV
54553 5.84992e-16 1.30117e-17 BessellV
54554 5.64853e-16 1.23017e-17 BessellV
54555 5.47001e-16 1.14974e-17 BessellV
54556 5.31296e-16 1.09081e-17 BessellV
54557 5.17604e-16 1.10082e-17 BessellV
54558 5.05798e-16 1.22726e-17 BessellV
54559 4.9576e-16 1.48827e-17 BessellV
54560 4.87378e-16 1.87164e-17 BessellV
54561 4.80547e-16 2.35733e-17 BessellV
54562 4.75169e-16 2.92984e-17 BessellV
54563 4.71151e-16 3.57906e-17 BessellV
54564 4.68405e-16 4.29846e-17 BessellV
54565 4.6685e-16 5.08358e-17 BessellV
54566 4.66408e-16 5.93114e-17 BessellV
54567 4.67006e-16 6.83848e-17 BessellV
54568 4.68576e-16 7.80334e-17 BessellV
54569 4.71054e-16 8.82365e-17 BessellV
54570 4.74378e-16 9.89749e-17 BessellV
54571 4.78491e-16 1.1023e-16 BessellV
54572 4.8334e-16 1.21983e-16 BessellV
54573 4.88872e-16 1.34217e-16 BessellV
54574 4.9504e-16 1.46914e-16 BessellV
54575 5.01799e-16 1.60055e-16 BessellV
54576 5.09104e-16 1.73625e-16 BessellV
54577 5.16917e-16 1.87605e-16 BessellV
54511.5 6.86038e-17 6.97636e-17 SDSS_i
54512.5 7.81958e-17 7.56714e-17 SDSS_i
54513.5 8.93306e-17 8.19371e-17 SDSS_i
54514.5 1.02301e-16 8.85243e-17 SDSS_i
54515.5 1.17467e-16 9.53647e-17 SDSS_i
54516.5 1.35266e-16 1.02343e-16 SDSS_i
54517.5 1.5624e-16 1.09274e-16 SDSS_i
54518.5 1.81052e-16 1.15868e-16 SDSS_i
54519.5 2.10521e-16 1.21683e-16 SDSS_i
54520.5 2.45646e-16 1.26043e-16 SDSS_i
54521.5 2.87638e-16 1.27923e-16 SDSS_i
54522.5 3.37928e-16 1.25758e-16 SDSS_i
54523.5 3.98143e-16 1.17133e-16 SDSS_i
54524.5 4.69959e-16 9.82291e-17 SDSS_i
54525.5 5.54638e-16 6.29238e-17 SDSS_i
54526.5 6.51422e-16 9.54388e-18 SDSS_i
54527.5 7.51513e-16 7.2307e-17 SDSS_i
54528.5 8.4132e-16 1.2022e-16 SDSS_i
54529.5 9.14111e-16 1.4587e-16 SDSS_i
54530.5 9.67769e-16 1.54459e-16 SDSS_i
54531.5 1.00275e-15 1.51153e-16 SDSS_i
54532.5 1.0209e-15 1.40139e-16 SDSS_i
54533.5 1.02474e-15 1.24661e-16 SDSS_i
54534.5 1.01696e-15 1.07143e-16 SDSS_i
54535.5 1.00016e-15 8.93145e-17 SDSS_i
54536.5 9.76671e-16 7.23224e-17 SDSS_i
54537.5 9.4849e-16 5.68534e-17 SDSS_i
54538.5 9.17279e-16 4.32482e-17 SDSS_i
54539.5 8.84373e-16 3.16085e-17 SDSS_i
54540.5 8.50821e-16 2.18926e-17 SDSS_i
54541.5 8.17422e-16 1.40104e-17 SDSS_i
54542.5 7.84769e-16 7.99402e-18 SDSS_i
54543.5 7.5328e-16 4.62461e-18 SDSS_i
54544.5 7.23234e-16 5.29721e-18 SDSS_i
54545.5 6.94802e-16 7.60318e-18 SDSS_i
54546.5 6.68069e-16 9.7243e-18 SDSS_i
54547.5 6.43055e-16 1.13564e-17 SDSS_i
54548.5 6.19732e-16 1.24934e-17 SDSS_i
54549.5 5.9804e-16 1.31845e-17 SDSS_i
54550.5 5.77895e-16 1.34894e-17 SDSS_i
54551.5 5.592e-16 1.34671e-17 SDSS_i
54552.5 5.4185e-16 1.31736e-17 SDSS_i
54553.5 5.25736e-16 1.26614e-17 SDSS_i
54554.5 5.10753e-16 1.19793e-17 SDSS_i
54555.5 4.96794e-16 1.11728e-17 SDSS_i
54556.5 4.83763e-16 1.02839e-17 SDSS_i
54557.5 4.71565e-16 9.35181e-18 SDSS_i
54558.5 4.60115e-16 8.41314e-18 SDSS_i
54559.5 4.49332e-16 7.50242e-18 SDSS_i
54560.5 4.39144e-16 6.6525e-18 SDSS_i
54561.5 4.29485e-16 5.89462e-18 SDSS_i
54562.5 4.20294e-16 5.25719e-18 SDSS_i
54563.5 4.11519e-16 4.76255e-18 SDSS_i
54564.5 4.03111e-16 4.42134e-18 SDSS_i
54565.5 3.95028e-16 4.22698e-18 SDSS_i
54566.5 3.87232e-16 4.15496e-18 SDSS_i
54567.5 3.79688e-16 4.16933e-18 SDSS_i
54568.5 3.72369e-16 4.23254e-18 SDSS_i
54569.5 3.65247e-16 4.31283e-18 SDSS_i
54570.5 3.58301e-16 4.38734e-18 SDSS_i
54571.5 3.51511e-16 4.44213e-18 SDSS_i
54572.5 3.44861e-16 4.4711e-18 SDSS_i
54573.5 3.38336e-16 4.47475e-18 SDSS_i
54574.5 3.31923e-16 4.45928e-18 SDSS_i
54575.5 3.25613e-16 4.43598e-18 SDSS_i
54576.5 3.19397e-16 4.42057e-18 SDSS_i
54577.5 3.13268e-16 4.43224e-18 SDSS_i
54578.5 3.07219e-16 4.49188e-18 SDSS_i
54579.5 3.01245e-16 4.61938e-18 SDSS_i
54580.5 2.95344e-16 4.83057e-18 SDSS_i
54581.5 2.89513e-16 5.13471e-18 SDSS_i
54582.5 2.83748e-16 5.53381e-18 SDSS_i
54583.5 2.78048e-16 6.02374e-18 SDSS_i
54584.5 2.72413e-16 6.59631e-18 SDSS_i
54585.5 2.66842e-16 7.24143e-18 SDSS_i
54586.5 2.61334e-16 7.9486e-18 SDSS_i
54587.5 2.5589e-16 8.7078e-18 SDSS_i
54588.5 2.5051e-16 9.50988e-18 SDSS_i
54589.5 2.45194e-16 1.03467e-17 SDSS_i
54590.5 2.39943e-16 1.12109e-17 SDSS_i
54591.5 2.34759e-16 1.20963e-17 SDSS_i
54592.5 2.29641e-16 1.29972e-17 SDSS_i
54593.5 2.24591e-16 1.39085e-17 SDSS_i
54594.5 2.1961e-16 1.48259e-17 SDSS_i
54595.5 2.14699e-16 1.57453e-17 SDSS_i
54596.5 2.09858e-16 1.66633e-17 SDSS_i
54597.5 2.05088e-16 1.75768e-17 SDSS_i
54598.5 2.00391e-16 1.84829e-17 SDSS_i
54599.5 1.95767e-16 1.93791e-17 SDSS_i
54600.5 1.91216e-16 2.02632e-17 SDSS_i
54601.5 1.8674e-16 2.11333e-17 SDSS_i
54602.5 1.82339e-16 2.19875e-17 SDSS_i
54603.5 1.78014e-16 2.28245e-17 SDSS_i
54604.5 1.73764e-16 2.36429e-17 SDSS_i
54511.5 9.19304e-17 1.1166e-16 SDSS_r
54512.5 1.06635e-16 1.22651e-16 SDSS_r
54513.5 1.24019e-16 1.34646e-16 SDSS_r
54514.5 1.44646e-16 1.47672e-16 SDSS_r
54515.5 1.69217e-16 1.61718e-16 SDSS_r
54516.5 1.98608e-16 1.76706e-16 SDSS_r
54517.5 2.3392e-16 1.92448e-16 SDSS_r
54518.5 2.76544e-16 2.08579e-16 SDSS_r
54519.5 3.28251e-16 2.24438e-16 SDSS_r
54520.5 3.913e-16 2.3888e-16 SDSS_r
54521.5 4.68593e-16 2.49945e-16 SDSS_r
54522.5 5.63863e-16 2.54269e-16 SDSS_r
54523.5 6.8188e-16 2.46004e-16 SDSS_r
54524.5 8.28563e-16 2.14807e-16 SDSS_r
54525.5 1.01036e-15 1.4241e-16 SDSS_r
54526.5 1.23004e-15 7.6186e-18 SDSS_r
54527.5 1.46883e-15 1.95558e-16 SDSS_r
54528.5 1.67893e-15 3.33034e-16 SDSS_r
54529.5 1.82932e-15 3.89385e-16 SDSS_r
54530.5 1.91528e-15 3.87137e-16 SDSS_r
54531.5 1.94513e-15 3.5168e-16 SDSS_r
54532.5 1.93108e-15 3.01498e-16 SDSS_r
54533.5 1.88506e-15 2.47982e-16 SDSS_r
54534.5 1.81729e-15 1.97431e-16 SDSS_r
54535.5 1.73597e-15 1.52864e-16 SDSS_r
54536.5 1.64734e-15 1.15329e-16 SDSS_r
54537.5 1.55602e-15 8.47663e-17 SDSS_r
